ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Seq_1074,16.67,0.00,5.56,5.56,5.56,11.11,0.00,16.67,0.00,5.56,0.00,11.11,5.56,0.00,0.00,0.00,5.56,0.00,5.56,5.56
Seq_1075,15.00,0.00,5.00,10.00,0.00,0.00,0.00,10.00,20.00,5.00,5.00,10.00,0.00,0.00,10.00,5.00,0.00,0.00,0.00,5.00
Seq_1076,5.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,20.00,0.00,10.00,25.00,5.00,0.00,5.00,5.00
Seq_1077,20.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,20.00
Seq_1078,20.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00
Seq_1079,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,16.67,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,8.33
Seq_1080,20.00,6.67,0.00,6.67,0.00,0.00,0.00,13.33,0.00,13.33,0.00,6.67,6.67,13.33,0.00,6.67,6.67,0.00,0.00,0.00
Seq_1081,6.67,0.00,6.67,0.00,0.00,13.33,0.00,20.00,13.33,0.00,0.00,0.00,6.67,0.00,6.67,6.67,6.67,6.67,0.00,6.67
Seq_1082,5.88,0.00,0.00,5.88,0.00,0.00,0.00,0.00,29.41,11.76,0.00,17.65,0.00,5.88,0.00,5.88,0.00,11.76,0.00,5.88
Seq_1083,11.76,0.00,5.88,5.88,0.00,0.00,5.88,0.00,5.88,0.00,0.00,5.88,5.88,0.00,11.76,5.88,11.76,11.76,5.88,5.88
Seq_1084,11.11,0.00,0.00,5.56,0.00,16.67,0.00,0.00,5.56,22.22,0.00,0.00,11.11,11.11,5.56,11.11,0.00,0.00,0.00,0.00
Seq_1085,18.18,0.00,9.09,0.00,0.00,18.18,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,9.09,18.18,0.00,0.00,0.00,9.09
Seq_1086,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,16.67,16.67,0.00,8.33,0.00,16.67,0.00,16.67,8.33,0.00,0.00,8.33
Seq_1087,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,0.00,22.22,11.11,0.00,11.11
Seq_1088,30.00,0.00,5.00,0.00,5.00,10.00,0.00,10.00,5.00,0.00,5.00,5.00,5.00,5.00,0.00,10.00,5.00,0.00,0.00,0.00
Seq_1089,0.00,0.00,6.67,13.33,0.00,6.67,6.67,13.33,0.00,13.33,0.00,0.00,0.00,6.67,13.33,0.00,0.00,13.33,0.00,6.67
Seq_1090,0.00,0.00,13.33,6.67,0.00,6.67,0.00,6.67,20.00,20.00,0.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,6.67
Seq_1091,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,42.11,0.00,0.00,5.26,15.79,0.00,5.26,0.00,21.05,0.00,0.00,0.00
Seq_1092,0.00,0.00,0.00,0.00,0.00,13.33,0.00,13.33,0.00,33.33,6.67,6.67,0.00,6.67,0.00,0.00,13.33,0.00,6.67,0.00
Seq_1093,15.00,0.00,5.00,15.00,0.00,0.00,0.00,10.00,15.00,0.00,10.00,10.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,5.00
Seq_1094,6.67,0.00,13.33,6.67,0.00,6.67,0.00,0.00,6.67,6.67,0.00,0.00,26.67,6.67,6.67,6.67,0.00,0.00,0.00,6.67
Seq_1095,6.67,6.67,6.67,33.33,6.67,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,6.67,0.00,0.00,6.67,0.00,6.67
Seq_1096,13.33,0.00,6.67,6.67,13.33,26.67,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,6.67,0.00
Seq_1097,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,21.43,21.43,21.43,0.00,0.00
Seq_1098,0.00,0.00,6.67,6.67,0.00,0.00,6.67,13.33,0.00,13.33,0.00,0.00,0.00,13.33,0.00,13.33,6.67,13.33,0.00,6.67
Seq_1099,5.88,5.88,0.00,5.88,0.00,5.88,5.88,5.88,5.88,0.00,0.00,5.88,11.76,0.00,5.88,5.88,5.88,17.65,0.00,5.88
Seq_1100,0.00,0.00,10.00,5.00,10.00,15.00,0.00,5.00,15.00,5.00,0.00,0.00,5.00,5.00,0.00,5.00,0.00,10.00,0.00,10.00
Seq_1101,10.00,0.00,15.00,0.00,10.00,25.00,5.00,0.00,0.00,0.00,0.00,10.00,5.00,5.00,0.00,5.00,0.00,5.00,0.00,5.00
Seq_1102,5.00,0.00,10.00,5.00,0.00,5.00,5.00,0.00,10.00,20.00,5.00,0.00,0.00,5.00,5.00,5.00,15.00,5.00,0.00,0.00
Seq_1103,17.65,0.00,0.00,0.00,5.88,5.88,5.88,5.88,5.88,17.65,0.00,0.00,0.00,0.00,11.76,17.65,0.00,5.88,0.00,0.00
Seq_1104,13.33,6.67,0.00,6.67,6.67,6.67,6.67,0.00,0.00,0.00,6.67,6.67,0.00,0.00,13.33,20.00,6.67,0.00,0.00,0.00
Seq_1105,0.00,0.00,0.00,13.33,0.00,6.67,6.67,6.67,0.00,13.33,6.67,6.67,0.00,6.67,6.67,13.33,0.00,6.67,0.00,6.67
Seq_1106,6.67,0.00,0.00,6.67,0.00,6.67,0.00,13.33,0.00,0.00,0.00,6.67,0.00,13.33,13.33,13.33,6.67,6.67,0.00,6.67
Seq_1107,13.33,0.00,6.67,13.33,13.33,6.67,0.00,13.33,0.00,0.00,0.00,6.67,0.00,0.00,6.67,13.33,0.00,6.67,0.00,0.00
Seq_1108,17.65,5.88,5.88,0.00,0.00,11.76,5.88,5.88,0.00,5.88,5.88,0.00,0.00,0.00,0.00,11.76,5.88,5.88,11.76,0.00
Seq_1109,25.00,0.00,6.25,6.25,0.00,0.00,0.00,6.25,12.50,12.50,0.00,6.25,0.00,6.25,6.25,0.00,6.25,0.00,0.00,6.25
Seq_1110,20.00,0.00,6.67,0.00,6.67,26.67,0.00,6.67,0.00,6.67,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,6.67,6.67
Seq_1111,5.00,0.00,5.00,5.00,5.00,10.00,0.00,10.00,5.00,10.00,0.00,10.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,5.00
Seq_1112,20.00,0.00,13.33,0.00,6.67,13.33,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,6.67,6.67,6.67,6.67,6.67,0.00
Seq_1113,6.67,0.00,0.00,0.00,6.67,26.67,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,13.33,6.67,20.00,0.00,0.00
Seq_1114,6.67,0.00,0.00,0.00,0.00,20.00,6.67,6.67,0.00,26.67,6.67,0.00,13.33,0.00,6.67,0.00,0.00,6.67,0.00,0.00
Seq_1115,26.67,0.00,13.33,6.67,0.00,13.33,6.67,0.00,0.00,0.00,0.00,0.00,6.67,13.33,0.00,0.00,0.00,0.00,0.00,13.33
Seq_1116,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.67,0.00,6.67,0.00,6.67,6.67,6.67,0.00,13.33,6.67,6.67
Seq_1117,5.00,5.00,0.00,0.00,10.00,10.00,5.00,0.00,0.00,5.00,5.00,15.00,5.00,0.00,5.00,5.00,10.00,0.00,0.00,15.00
Seq_1118,26.67,0.00,0.00,6.67,0.00,0.00,13.33,6.67,6.67,6.67,0.00,0.00,0.00,6.67,0.00,20.00,0.00,6.67,0.00,0.00
Seq_1119,20.00,0.00,0.00,0.00,6.67,6.67,6.67,6.67,0.00,13.33,0.00,6.67,0.00,0.00,13.33,6.67,0.00,13.33,0.00,0.00
Seq_1120,5.88,11.76,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,17.65,11.76,5.88,29.41,0.00,0.00
Seq_1121,13.33,0.00,13.33,6.67,0.00,6.67,0.00,6.67,0.00,20.00,0.00,0.00,0.00,6.67,0.00,6.67,6.67,13.33,0.00,0.00
Seq_1122,6.67,0.00,6.67,0.00,0.00,20.00,0.00,6.67,13.33,6.67,0.00,0.00,0.00,0.00,13.33,6.67,6.67,13.33,0.00,0.00
Seq_1123,5.56,0.00,0.00,5.56,5.56,11.11,11.11,0.00,5.56,5.56,5.56,0.00,0.00,0.00,5.56,11.11,11.11,11.11,5.56,0.00
Seq_1124,11.11,0.00,5.56,5.56,0.00,11.11,0.00,0.00,5.56,16.67,0.00,0.00,5.56,11.11,11.11,5.56,5.56,5.56,0.00,0.00
Seq_1125,0.00,5.00,0.00,5.00,0.00,0.00,0.00,5.00,10.00,10.00,0.00,5.00,5.00,10.00,0.00,20.00,10.00,5.00,5.00,5.00
Seq_1126,6.67,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,13.33,20.00,20.00,0.00,13.33,0.00
Seq_1127,0.00,0.00,5.56,0.00,11.11,5.56,0.00,11.11,11.11,5.56,5.56,5.56,0.00,0.00,0.00,11.11,11.11,5.56,0.00,11.11
Seq_1128,6.67,0.00,6.67,6.67,0.00,6.67,0.00,6.67,0.00,13.33,0.00,0.00,13.33,0.00,13.33,6.67,0.00,13.33,0.00,6.67
Seq_1129,0.00,0.00,0.00,0.00,0.00,11.76,0.00,11.76,0.00,11.76,5.88,5.88,5.88,5.88,17.65,11.76,5.88,5.88,0.00,0.00
Seq_1130,23.08,0.00,0.00,30.77,0.00,7.69,0.00,0.00,0.00,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.00,7.69
Seq_1131,0.00,6.67,6.67,0.00,0.00,13.33,0.00,0.00,6.67,6.67,0.00,6.67,0.00,6.67,13.33,0.00,6.67,13.33,6.67,6.67
Seq_1132,40.00,0.00,0.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,6.67,0.00,6.67,13.33,0.00,0.00
Seq_1133,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,10.00,20.00,10.00,0.00,20.00
Seq_1134,0.00,0.00,6.67,6.67,6.67,20.00,0.00,20.00,0.00,6.67,6.67,6.67,13.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00
Seq_1135,11.76,0.00,11.76,0.00,0.00,5.88,11.76,11.76,0.00,11.76,5.88,5.88,0.00,0.00,0.00,5.88,11.76,0.00,5.88,0.00
Seq_1136,5.00,0.00,5.00,10.00,0.00,5.00,5.00,5.00,10.00,25.00,0.00,10.00,0.00,5.00,5.00,0.00,5.00,5.00,0.00,0.00
Seq_1137,0.00,0.00,20.00,30.00,30.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Seq_1138,40.00,0.00,0.00,0.00,0.00,13.33,6.67,6.67,0.00,6.67,0.00,0.00,0.00,0.00,20.00,0.00,0.00,6.67,0.00,0.00
Seq_1139,5.88,0.00,0.00,5.88,5.88,0.00,11.76,11.76,0.00,5.88,0.00,0.00,11.76,5.88,5.88,11.76,11.76,0.00,5.88,0.00
Seq_1140,13.33,0.00,0.00,0.00,6.67,0.00,0.00,0.00,13.33,13.33,0.00,6.67,13.33,6.67,0.00,6.67,0.00,13.33,6.67,0.00
Seq_1141,0.00,0.00,10.53,5.26,5.26,0.00,5.26,10.53,5.26,5.26,0.00,10.53,0.00,5.26,0.00,10.53,10.53,10.53,0.00,5.26
Seq_1142,18.18,0.00,0.00,9.09,9.09,18.18,0.00,9.09,18.18,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00
Seq_1143,7.69,0.00,0.00,7.69,7.69,15.38,0.00,7.69,23.08,7.69,0.00,7.69,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00
Seq_1144,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,8.33,25.00,8.33,16.67,0.00,8.33,0.00,0.00
Seq_1145,10.00,0.00,10.00,5.00,10.00,5.00,0.00,5.00,15.00,5.00,0.00,0.00,5.00,0.00,5.00,10.00,5.00,5.00,0.00,5.00
Seq_1146,0.00,5.00,0.00,5.00,0.00,0.00,0.00,5.00,5.00,10.00,0.00,5.00,5.00,10.00,0.00,20.00,15.00,5.00,5.00,5.00
Seq_1147,25.00,0.00,10.00,0.00,0.00,5.00,0.00,10.00,0.00,10.00,0.00,0.00,15.00,0.00,0.00,10.00,0.00,5.00,0.00,10.00
Seq_1148,0.00,0.00,13.33,6.67,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,6.67,0.00,0.00,6.67,6.67,20.00,0.00,0.00
Seq_1149,5.88,5.88,0.00,11.76,0.00,5.88,0.00,17.65,11.76,5.88,0.00,0.00,0.00,5.88,5.88,0.00,11.76,11.76,0.00,0.00
Seq_1150,0.00,0.00,5.88,0.00,17.65,0.00,5.88,0.00,0.00,11.76,5.88,17.65,5.88,0.00,0.00,5.88,11.76,5.88,5.88,0.00
Seq_1151,13.33,0.00,0.00,0.00,0.00,20.00,0.00,13.33,6.67,6.67,0.00,0.00,6.67,0.00,26.67,0.00,6.67,0.00,0.00,0.00
Seq_1152,23.08,0.00,7.69,0.00,0.00,0.00,0.00,7.69,23.08,15.38,0.00,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,7.69
Seq_1153,6.25,0.00,12.50,0.00,6.25,18.75,6.25,0.00,0.00,18.75,0.00,0.00,6.25,0.00,12.50,0.00,0.00,0.00,6.25,6.25
Seq_1154,6.67,0.00,6.67,6.67,6.67,33.33,0.00,6.67,13.33,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,0.00,0.00,0.00
Seq_1155,6.25,0.00,0.00,0.00,6.25,6.25,0.00,12.50,6.25,0.00,0.00,12.50,6.25,0.00,18.75,0.00,0.00,12.50,0.00,12.50
Seq_1156,11.76,11.76,0.00,0.00,0.00,5.88,5.88,5.88,5.88,17.65,0.00,0.00,5.88,0.00,5.88,11.76,0.00,11.76,0.00,0.00
Seq_1157,13.33,6.67,6.67,13.33,0.00,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,6.67,20.00,0.00,6.67,0.00,13.33
Seq_1158,5.00,0.00,5.00,5.00,5.00,15.00,0.00,5.00,0.00,15.00,5.00,10.00,10.00,0.00,0.00,5.00,5.00,0.00,10.00,0.00
Seq_1159,6.67,6.67,0.00,13.33,0.00,13.33,6.67,0.00,0.00,20.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,13.33,0.00,6.67
Seq_1160,6.67,0.00,6.67,20.00,0.00,20.00,0.00,6.67,0.00,6.67,0.00,0.00,6.67,13.33,6.67,6.67,0.00,0.00,0.00,0.00
Seq_1161,0.00,0.00,0.00,0.00,0.00,13.33,0.00,6.67,0.00,20.00,26.67,6.67,6.67,0.00,6.67,0.00,0.00,6.67,6.67,0.00
Seq_1162,20.00,0.00,0.00,13.33,6.67,13.33,0.00,0.00,0.00,6.67,0.00,0.00,0.00,6.67,13.33,6.67,6.67,6.67,0.00,0.00
Seq_1163,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,6.25,6.25,0.00,18.75,6.25,6.25,0.00,18.75,12.50,0.00,0.00,12.50
Seq_1164,7.14,0.00,0.00,7.14,0.00,14.29,7.14,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,14.29,14.29,14.29,0.00,7.14
Seq_1165,6.67,0.00,20.00,6.67,0.00,6.67,0.00,13.33,6.67,6.67,0.00,0.00,13.33,6.67,0.00,13.33,0.00,0.00,0.00,0.00
Seq_1166,0.00,0.00,6.67,0.00,0.00,0.00,0.00,20.00,0.00,6.67,0.00,13.33,6.67,0.00,6.67,13.33,6.67,13.33,0.00,6.67
Seq_1167,12.50,0.00,0.00,6.25,12.50,0.00,6.25,0.00,0.00,12.50,12.50,0.00,0.00,6.25,6.25,6.25,6.25,6.25,6.25,0.00
Seq_1168,0.00,6.25,6.25,12.50,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,12.50,0.00,18.75,0.00,25.00,0.00,0.00,6.25
Seq_1169,0.00,5.00,15.00,0.00,5.00,5.00,0.00,10.00,10.00,15.00,10.00,5.00,0.00,5.00,10.00,0.00,0.00,5.00,0.00,0.00
Seq_1170,0.00,0.00,13.33,6.67,6.67,13.33,0.00,13.33,6.67,6.67,0.00,6.67,0.00,6.67,6.67,6.67,6.67,0.00,0.00,0.00
Seq_1171,0.00,0.00,0.00,0.00,0.00,6.67,6.67,13.33,0.00,13.33,0.00,0.00,6.67,6.67,6.67,20.00,0.00,20.00,0.00,0.00
Seq_1172,15.38,0.00,0.00,23.08,7.69,0.00,0.00,7.69,0.00,7.69,7.69,0.00,0.00,7.69,0.00,15.38,7.69,0.00,0.00,0.00
Seq_1173,20.00,10.00,30.00,0.00,0.00,0.00,0.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00
Seq_1174,6.67,0.00,6.67,0.00,0.00,20.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,6.67,0.00,0.00,13.33
Seq_1175,5.00,0.00,0.00,15.00,0.00,5.00,5.00,0.00,0.00,15.00,0.00,5.00,0.00,15.00,15.00,0.00,10.00,5.00,5.00,0.00
Seq_1176,20.00,0.00,0.00,0.00,0.00,13.33,6.67,0.00,6.67,20.00,0.00,0.00,6.67,0.00,0.00,0.00,6.67,20.00,0.00,0.00
Seq_1177,0.00,0.00,0.00,0.00,0.00,6.25,6.25,12.50,0.00,6.25,0.00,0.00,0.00,12.50,6.25,18.75,6.25,6.25,6.25,12.50
Seq_1178,0.00,0.00,0.00,0.00,0.00,10.00,0.00,20.00,0.00,10.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00
Seq_1179,26.67,0.00,20.00,6.67,0.00,20.00,0.00,0.00,0.00,0.00,0.00,13.33,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00
Seq_1180,5.00,0.00,5.00,20.00,0.00,15.00,0.00,5.00,0.00,20.00,0.00,0.00,15.00,0.00,10.00,0.00,5.00,0.00,0.00,0.00
Seq_1181,13.33,0.00,0.00,20.00,0.00,0.00,6.67,0.00,0.00,20.00,0.00,0.00,0.00,13.33,13.33,0.00,6.67,6.67,0.00,0.00
Seq_1182,0.00,0.00,0.00,7.69,7.69,0.00,15.38,15.38,0.00,7.69,7.69,0.00,15.38,15.38,0.00,0.00,7.69,0.00,0.00,0.00
Seq_1183,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,25.00,0.00,16.67,8.33,0.00,0.00,0.00,0.00,16.67,0.00,16.67
Seq_1184,5.88,0.00,0.00,0.00,0.00,11.76,11.76,5.88,0.00,11.76,0.00,11.76,11.76,5.88,5.88,0.00,0.00,5.88,5.88,5.88
Seq_1185,0.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,20.00,0.00,0.00,20.00,10.00,0.00,0.00,10.00,10.00,0.00,0.00,10.00
Seq_1186,10.00,0.00,5.00,5.00,0.00,5.00,10.00,0.00,0.00,10.00,5.00,5.00,5.00,10.00,5.00,5.00,5.00,0.00,10.00,5.00
Seq_1187,5.56,0.00,0.00,5.56,5.56,5.56,0.00,5.56,11.11,0.00,5.56,16.67,0.00,5.56,0.00,5.56,11.11,16.67,0.00,0.00
Seq_1188,10.53,5.26,0.00,5.26,0.00,0.00,0.00,10.53,5.26,5.26,0.00,15.79,10.53,10.53,5.26,0.00,0.00,5.26,0.00,10.53
Seq_1189,5.88,5.88,11.76,11.76,11.76,0.00,0.00,11.76,0.00,11.76,0.00,0.00,11.76,11.76,0.00,5.88,0.00,0.00,0.00,0.00
Seq_1190,13.33,0.00,0.00,13.33,0.00,6.67,6.67,0.00,6.67,6.67,0.00,20.00,6.67,6.67,0.00,0.00,0.00,0.00,13.33,0.00
Seq_1191,6.67,0.00,0.00,0.00,6.67,26.67,6.67,6.67,6.67,6.67,0.00,0.00,13.33,6.67,0.00,6.67,6.67,0.00,0.00,0.00
Seq_1192,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,15.38,7.69,7.69,0.00,0.00,7.69,7.69,15.38,7.69,7.69,0.00,15.38
Seq_1193,12.50,0.00,6.25,6.25,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,6.25,0.00,18.75,6.25,0.00,18.75,0.00,0.00
Seq_1194,0.00,6.67,0.00,0.00,6.67,13.33,0.00,0.00,0.00,6.67,0.00,20.00,13.33,0.00,13.33,0.00,13.33,0.00,6.67,0.00
Seq_1195,6.67,6.67,0.00,26.67,0.00,13.33,6.67,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,6.67
Seq_1196,6.67,0.00,0.00,26.67,0.00,20.00,0.00,13.33,0.00,6.67,0.00,0.00,6.67,0.00,6.67,0.00,13.33,0.00,0.00,0.00
Seq_1197,10.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,20.00,0.00,0.00
Seq_1198,23.08,7.69,0.00,7.69,0.00,15.38,7.69,0.00,7.69,7.69,7.69,0.00,0.00,0.00,15.38,0.00,0.00,0.00,0.00,0.00
Seq_1199,6.67,0.00,13.33,6.67,6.67,6.67,6.67,0.00,6.67,13.33,0.00,6.67,6.67,0.00,6.67,0.00,0.00,0.00,13.33,0.00
Seq_1200,33.33,0.00,11.11,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,11.11,0.00,0.00,0.00,0.00,0.00
Seq_1201,15.00,0.00,10.00,5.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,20.00,0.00,25.00,15.00,0.00,0.00,0.00
Seq_1202,13.33,0.00,6.67,0.00,0.00,6.67,0.00,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,6.67,13.33,20.00,0.00,13.33
Seq_1203,15.00,0.00,0.00,10.00,10.00,5.00,0.00,5.00,0.00,5.00,5.00,0.00,15.00,5.00,0.00,15.00,5.00,5.00,0.00,0.00
Seq_1204,26.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,13.33,0.00,0.00,13.33,6.67,6.67,13.33,0.00,6.67,6.67
Seq_1205,0.00,5.00,0.00,5.00,0.00,0.00,0.00,5.00,15.00,10.00,0.00,5.00,5.00,5.00,0.00,20.00,10.00,5.00,5.00,5.00
Seq_1206,11.11,5.56,0.00,0.00,0.00,16.67,0.00,11.11,0.00,16.67,0.00,11.11,5.56,5.56,0.00,5.56,0.00,5.56,5.56,0.00
Seq_1207,9.09,0.00,0.00,9.09,9.09,27.27,0.00,9.09,18.18,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00
Seq_1208,0.00,0.00,5.56,5.56,0.00,5.56,5.56,0.00,5.56,5.56,0.00,5.56,11.11,16.67,5.56,16.67,0.00,11.11,0.00,0.00
Seq_1209,20.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,13.33,0.00,20.00,0.00,6.67,6.67,6.67,6.67,0.00,0.00,0.00
Seq_1210,11.76,0.00,5.88,17.65,0.00,0.00,0.00,11.76,5.88,0.00,17.65,0.00,5.88,0.00,11.76,11.76,0.00,0.00,0.00,0.00
Seq_1211,0.00,0.00,13.33,6.67,0.00,0.00,0.00,0.00,13.33,20.00,0.00,0.00,13.33,0.00,0.00,6.67,6.67,20.00,0.00,0.00
Seq_1212,11.76,0.00,0.00,11.76,5.88,5.88,5.88,11.76,11.76,11.76,0.00,0.00,0.00,0.00,5.88,5.88,5.88,0.00,0.00,5.88
Seq_1213,11.11,0.00,11.11,11.11,22.22,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,11.11
Seq_1214,11.76,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,23.53,0.00,0.00,0.00,5.88,0.00,17.65,5.88,11.76,0.00,11.76
Seq_1215,36.36,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,9.09,0.00,9.09,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00
Seq_1216,0.00,0.00,0.00,9.09,9.09,9.09,0.00,9.09,9.09,0.00,0.00,9.09,9.09,0.00,18.18,0.00,0.00,0.00,0.00,18.18
Seq_1217,10.53,5.26,0.00,5.26,0.00,0.00,0.00,15.79,5.26,5.26,0.00,15.79,10.53,5.26,5.26,5.26,0.00,0.00,0.00,10.53
Seq_1218,15.38,0.00,15.38,7.69,7.69,0.00,0.00,0.00,0.00,7.69,0.00,15.38,7.69,0.00,15.38,7.69,0.00,0.00,0.00,0.00
Seq_1219,0.00,0.00,0.00,5.56,0.00,5.56,11.11,16.67,22.22,5.56,5.56,5.56,16.67,5.56,0.00,0.00,0.00,0.00,0.00,0.00
Seq_1220,26.67,0.00,13.33,6.67,0.00,26.67,0.00,0.00,0.00,0.00,0.00,13.33,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00
Seq_1221,20.00,0.00,0.00,10.00,0.00,10.00,0.00,20.00,10.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
Seq_1222,0.00,0.00,0.00,30.00,30.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
Seq_1223,11.11,0.00,0.00,5.56,5.56,5.56,5.56,5.56,22.22,11.11,0.00,0.00,0.00,0.00,11.11,0.00,5.56,5.56,0.00,5.56
Seq_1224,5.00,0.00,5.00,10.00,0.00,25.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,10.00,15.00,5.00,5.00,0.00,10.00
Seq_1225,26.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,20.00,0.00,0.00,6.67,13.33,6.67,0.00,6.67,13.33,0.00,0.00
Seq_1226,0.00,0.00,11.11,5.56,0.00,0.00,5.56,0.00,5.56,5.56,0.00,5.56,0.00,0.00,0.00,11.11,27.78,22.22,0.00,0.00
Seq_1227,0.00,0.00,6.67,6.67,0.00,13.33,0.00,20.00,6.67,0.00,0.00,6.67,0.00,6.67,0.00,13.33,0.00,6.67,6.67,6.67
Seq_1228,11.11,0.00,0.00,5.56,0.00,16.67,0.00,0.00,5.56,27.78,0.00,0.00,5.56,11.11,5.56,11.11,0.00,0.00,0.00,0.00
Seq_1229,10.00,5.00,0.00,0.00,5.00,10.00,0.00,0.00,10.00,0.00,0.00,15.00,0.00,5.00,0.00,5.00,15.00,15.00,5.00,0.00
Seq_1230,20.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,20.00,0.00,0.00,0.00,0.00,0.00,15.00
Seq_1231,16.67,11.11,16.67,5.56,0.00,16.67,0.00,16.67,0.00,5.56,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,5.56
Seq_1232,30.77,0.00,7.69,0.00,0.00,0.00,0.00,7.69,15.38,15.38,0.00,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,7.69
